Наименование;Раздел;Таблица фигур;Вид затвора;Тип присоединения;Тип привода;Диаметр DN, мм;Давление PN, кгс/см²;Материал корпуса;Цена закупки;Срок изготовления;Артикул;Картинки;Материал уплотнения
Задвижка клиновая литая с выдвижным шпинделем фланцевая ручная 30с41нж DN 150 PN 1,6 МПа У1, корпус ст. 20Л, класс герметичности «А» по ГОСТ 9544-2015;Задвижки;30с41нж;Клиновая;Фланцевое;Ручной;150;16;Углеродистая сталь;0;Под заказ;1000096;;
Задвижка клиновая литая с выдвижным шпинделем фланцевая ручная 30с41нж DN 200 PN 1,6 МПа У1, корпус ст. 20Л, класс герметичности «А» по ГОСТ 9544-2015;Задвижки;30с41нж;Клиновая;Фланцевое;Ручной;200;16;Углеродистая сталь;0;Под заказ;1000097;;
Задвижка клиновая литая с выдвижным шпинделем фланцевая ручная 30с41нж DN 250 PN 1,6 МПа У1, корпус ст. 20Л, класс герметичности «А» по ГОСТ 9544-2015;Задвижки;30с41нж;Клиновая;Фланцевое;Ручной;250;16;Углеродистая сталь;0;Под заказ;1000098;;
Задвижка клиновая литая с выдвижным шпинделем фланцевая ручная 30с41нж DN 300 PN 1,6 МПа У1, корпус ст. 20Л, класс герметичности «А» по ГОСТ 9544-2015;Задвижки;30с41нж;Клиновая;Фланцевое;Ручной;300;16;Углеродистая сталь;0;Под заказ;1000099;;
Задвижка клиновая литая с выдвижным шпинделем фланцевая ручная 30с41нж DN 350 PN 1,6 МПа У1, корпус ст. 20Л, класс герметичности «А» по ГОСТ 9544-2015;Задвижки;30с41нж;Клиновая;Фланцевое;Ручной;350;16;Углеродистая сталь;0;Под заказ;1000100;;
Задвижка клиновая литая с выдвижным шпинделем фланцевая ручная 30с41нж DN 400 PN 1,6 МПа У1, корпус ст. 20Л, класс герметичности «А» по ГОСТ 9544-2015;Задвижки;30с41нж;Клиновая;Фланцевое;Ручной;400;16;Углеродистая сталь;0;Под заказ;1000101;;
Задвижка клиновая литая с выдвижным шпинделем фланцевая с редуктором 30с541нж DN 400 PN 1,6 МПа У1, корпус ст. 20Л, класс герметичности «А» по ГОСТ 9544-2015;Задвижки;30с541нж;Клиновая;Фланцевое;Редукторный;400;16;Углеродистая сталь;0;Под заказ;1000102;;
Задвижка клиновая литая с выдвижным шпинделем фланцевая с редуктором 30с541нж DN 500 PN 1,6 МПа У1, корпус ст. 20Л, класс герметичности «А» по ГОСТ 9544-2015;Задвижки;30с541нж;Клиновая;Фланцевое;Редукторный;500;16;Углеродистая сталь;0;Под заказ;1000103;;
Задвижка клиновая литая с выдвижным шпинделем фланцевая с редуктором 30с541нж DN 600 PN 1,6 МПа У1, корпус ст. 20Л, класс герметичности «А» по ГОСТ 9544-2015;Задвижки;30с541нж;Клиновая;Фланцевое;Редукторный;600;16;Углеродистая сталь;0;Под заказ;1000104;;
Задвижка клиновая литая с выдвижным шпинделем под приварку с редуктором 30с541нж DN 700 PN 1,6 МПа У1, корпус ст. 20Л, класс герметичности «А» по ГОСТ 9544-2015;Задвижки;30с541нж;Клиновая;Под приварку;Редукторный;700;16;Углеродистая сталь;0;Под заказ;1000105;;
Задвижка клиновая литая с выдвижным шпинделем под приварку с редуктором 30с541нж DN 800 PN 1,6 МПа У1, корпус ст. 20Л, класс герметичности «А» по ГОСТ 9544-2015;Задвижки;30с541нж;Клиновая;Под приварку;Редукторный;800;16;Углеродистая сталь;0;Под заказ;1000106;;
Задвижка клиновая литая с выдвижным шпинделем под приварку с редуктором 30с541нж DN 1000 PN 1,6 МПа У1, корпус ст. 20Л, класс герметичности «С» по ГОСТ 9544-2015;Задвижки;30с541нж;Клиновая;Под приварку;Редукторный;1000;16;Углеродистая сталь;0;Под заказ;1000107;;
